Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF,Vlatko Cancar (19761396),Vlatko Cancar,19761396,SF/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,4.61
PF/C,Bol Bol (19761420),Bol Bol,19761420,PF/C/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,3.94
SG,Ty-Shon Alexander (19761618),Ty-Shon Alexander,19761618,SG/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,2.12
C,Jalen Smith (19761621),Jalen Smith,19761621,C/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,3.88
SF/PF,Giorgi Bezhanishvili (19761775),Giorgi Bezhanishvili,19761775,SF/PF/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
SG/SF,Matt Ryan (19761779),Matt Ryan,19761779,SG/SF/F/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
PF/C,Isaiah Jackson (19761138),Isaiah Jackson,19761138,PF/C/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
PG,Brad Wanamaker (19761186),Brad Wanamaker,19761186,PG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,13.26
SG,James Bouknight (19761247),James Bouknight,19761247,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG,Keifer Sykes (19761260),Keifer Sykes,19761260,PG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
SF,Juan Pablo Vaulet (19761311),Juan Pablo Vaulet,19761311,SF/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
C,Amida Brimah (19761320),Amida Brimah,19761320,C/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,5.71
C,Vernon Carey Jr. (19761376),Vernon Carey Jr.,19761376,C/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,4.75
C,Nick Richards (19761430),Nick Richards,19761430,C/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,1.87
SG,LiAngelo Ball (19761444),LiAngelo Ball,19761444,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SG,Wes Iwundu (19761447),Wes Iwundu,19761447,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,6.57
SF/PF,Cameron McGriff (19761450),Cameron McGriff,19761450,SF/PF/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG/SG,Jalen Crutcher (19761454),Jalen Crutcher,19761454,PG/SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SF/PF,Xavier Sneed (19761458),Xavier Sneed,19761458,SF/PF/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SG,Scottie Lewis (19761462),Scottie Lewis,19761462,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG/SG,D.J. Carton (19761465),D.J. Carton,19761465,PG/SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG,DeJon Jarreau (19761623),DeJon Jarreau,19761623,PG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
SG/SF,Terry Taylor (19761626),Terry Taylor,19761626,SG/SF/F/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
PG/SG,Duane Washington Jr. (19761631),Duane Washington Jr.,19761631,PG/SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
SG,Nate Hinton (19761635),Nate Hinton,19761635,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,3.89
PG/SG,Ayo Dosunmu (19761146),Ayo Dosunmu,19761146,PG/SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
PF,Javonte Green (19761230),Javonte Green,19761230,PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,7.90
C,Tony Bradley (19761299),Tony Bradley,19761299,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,17.44
PG,Devon Dotson (19761338),Devon Dotson,19761338,PG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,4.39
SF,Rodney McGruder (19761350),Rodney McGruder,19761350,SF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,10.16
C,Tyler Cook (19761399),Tyler Cook,19761399,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,9.70
SG,Matt Thomas (19761412),Matt Thomas,19761412,SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,4.96
C,Balsa Koprivica (19761469),Balsa Koprivica,19761469,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,0
SG,Cassius Stanley (19761471),Cassius Stanley,19761471,SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,3.56
SG,Chris Smith (19761474),Chris Smith,19761474,SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,0
SF/PF,Isaiah Livers (19761477),Isaiah Livers,19761477,SF/PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,0
PG,Bryce Alford (19761638),Bryce Alford,19761638,PG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
SF/PF,Troy Baxter (19761641),Troy Baxter,19761641,SF/PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
PG/SG,Ethan Thompson (19761645),Ethan Thompson,19761645,PG/SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
SF/PF,Alize Johnson (19761649),Alize Johnson,19761649,SF/PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,11.97
C,Daniel Oturu (19761653),Daniel Oturu,19761653,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,4.22
PF,Jeremiah Robinson-Earl (19761153),Jeremiah Robinson-Earl,19761153,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SF,Charlie Brown (19761166),Charlie Brown,19761166,SF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,9.58
SG,Paul Watson (19761169),Paul Watson,19761169,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,8.19
SG,Vit Krejci (19761268),Vit Krejci,19761268,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SG/SF,Miye Oni (19761353),Miye Oni,19761353,SG/SF/F/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,4.88
C,Udoka Azubuike (19761390),Udoka Azubuike,19761390,C/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,2.62
PF,Malik Fitts (19761404),Malik Fitts,19761404,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,2.42
PF,Jarrell Brantley (19761424),Jarrell Brantley,19761424,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,4.73
PF,Nino Johnson (19761594),Nino Johnson,19761594,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
C,Marques Bolden (19761597),Marques Bolden,19761597,C/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,3.58
PG/SG,Derrick Alston Jr. (19761599),Derrick Alston Jr.,19761599,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
PG/SG,MaCio Teague (19761603),MaCio Teague,19761603,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
SF,Elijah Hughes (19761607),Elijah Hughes,19761607,SF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,3.12
SG,Scotty Hopson (19761735),Scotty Hopson,19761735,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
PG/SG,Zavier Simpson (19761738),Zavier Simpson,19761738,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
PG/SG,Justin Jaworski (19761742),Justin Jaworski,19761742,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SF/PF,Olivier Sarr (19761746),Olivier Sarr,19761746,SF/PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
PF,D.J. Wilson (19761750),D.J. Wilson,19761750,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,12.09
SF,Melvin Frazier Jr. (19761753),Melvin Frazier Jr.,19761753,SF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
PG/SG,Rob Edwards (19761756),Rob Edwards,19761756,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SG,Aaron Wiggins (19761760),Aaron Wiggins,19761760,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
PF/C,Brandon Clarke (19761192),Brandon Clarke,19761192,PF/C/F/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,22.75
PG,Tyus Jones (19761210),Tyus Jones,19761210,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,15.47
PG,David Stockton (19761216),David Stockton,19761216,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
PG,John Konchar (19761219),John Konchar,19761219,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,11.30
PG,Shaq Buchanan (19761227),Shaq Buchanan,19761227,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
SG,Sam Merrill (19761271),Sam Merrill,19761271,SG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,5.32
PG,Carsen Edwards (19761274),Carsen Edwards,19761274,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,6.08
SG,Dylan Windler (19761277),Dylan Windler,19761277,SG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,13.06
SF/PF,Lamar Stevens (19761295),Lamar Stevens,19761295,SF/PF/F/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,9.36
SG,Ahmad Caver (19761308),Ahmad Caver,19761308,SG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
PG,Kris Dunn (19761317),Kris Dunn,19761317,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,5.31
C,Anderson Varejao (19761329),Anderson Varejao,19761329,C/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,9.2
C,Tacko Fall (19761341),Tacko Fall,19761341,C/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,8.25
PF/C,Killian Tillie (19761358),Killian Tillie,19761358,PF/C/F/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,7.17
SG,Sean McDermott (19761417),Sean McDermott,19761417,SG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,4.40
PG,Tim Frazier (19761563),Tim Frazier,19761563,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,9.2
SF/PF,Romeo Weems (19761566),Romeo Weems,19761566,SF/PF/F/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
SF,Yves Pons (19761570),Yves Pons,19761570,SF/F/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
SF/PF,Matthew Hurt (19761573),Matthew Hurt,19761573,SF/PF/F/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
PG/SG,RJ Nembhard (19761707),RJ Nembhard,19761707,PG/SG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,0
PG/SG,Mitch Ballock (19761711),Mitch Ballock,19761711,PG/SG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,0
PG,Kyle Guy (19761715),Kyle Guy,19761715,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,6.18
PG,Kevin Pangos (19761718),Kevin Pangos,19761718,PG/G/UTIL,3000,CLE@MEM 10/20/2021 08:00PM ET,CLE,0
PG,McKinley Wright IV (19761135),McKinley Wright IV,19761135,PG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,0
C,Alperen Sengun (19761178),Alperen Sengun,19761178,C/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,HOU,0
SG,Leandro Bolmaro (19761189),Leandro Bolmaro,19761189,SG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,0
C,Nathan Knight (19761286),Nathan Knight,19761286,C/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,7.09
PF,Chris Silva (19761314),Chris Silva,19761314,PF/F/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,5.62
SF/PF,Jake Layman (19761331),Jake Layman,19761331,SF/PF/F/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,10.03
SG,Garrison Mathews (19761370),Garrison Mathews,19761370,SG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,HOU,9.01
SG,Dante Exum (19761387),Dante Exum,19761387,SG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,HOU,12.21
SF,Vincent Edwards (19761529),Vincent Edwards,19761529,SF/F/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,0
PG/SG,Isaiah Miller (19761532),Isaiah Miller,19761532,PG/SG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,0
PG/SG,Matt Lewis (19761536),Matt Lewis,19761536,PG/SG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,0
SF,Brian Bowen II (19761540),Brian Bowen II,19761540,SF/F/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,MIN,1.12
PG,Marcus Foster (19761689),Marcus Foster,19761689,PG/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,HOU,0
SG/SF,Tyler Bey (19761692),Tyler Bey,19761692,SG/SF/F/G/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,HOU,2.62
PF,Mfiondu Kabengele (19761697),Mfiondu Kabengele,19761697,PF/F/UTIL,3000,HOU@MIN 10/20/2021 08:00PM ET,HOU,6.06
SF/PF,Georges Niang (19761131),Georges Niang,19761131,SF/PF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,11.88
SG,Jaden Springer (19761150),Jaden Springer,19761150,SG/G/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,0
PF,Zylan Cheatham (19761183),Zylan Cheatham,19761183,PF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
PG,Shake Milton (19761222),Shake Milton,19761222,PG/G/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,19.64
C,Charles Bassey (19761236),Charles Bassey,19761236,C/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,0
PF,Anthony Tolliver (19761347),Anthony Tolliver,19761347,PF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,3.58
PF,Paul Reed (19761367),Paul Reed,19761367,PF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,8.27
SF,James Nunnally (19761373),James Nunnally,19761373,SF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,3.89
PG,Jared Harper (19761543),Jared Harper,19761543,PG/G/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0.69
PG/SG,John Petty Jr. (19761546),John Petty Jr.,19761546,PG/SG/G/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
SG,Malcolm Hill (19761550),Malcolm Hill,19761550,SG/G/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
PF/C,James Banks III (19761553),James Banks III,19761553,PF/C/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
PG,Jose Alvarado (19761557),Jose Alvarado,19761557,PG/G/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
SF,Daulton Hommes (19761560),Daulton Hommes,19761560,SF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
SF,Gary Clark (19761700),Gary Clark,19761700,SF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,9.14
SF/PF,Filip Petrusev (19761703),Filip Petrusev,19761703,SF/PF/F/UTIL,3000,PHI@NOP 10/20/2021 08:00PM ET,PHI,0
PG,Dalano Banton (19761160),Dalano Banton,19761160,PG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
SF,Isaac Bonga (19761207),Isaac Bonga,19761207,SF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,5.29
SF,Alex Antetokounmpo (19761233),Alex Antetokounmpo,19761233,SF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
SF,Sam Dekker (19761263),Sam Dekker,19761263,SF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
PG,Cassius Winston (19761283),Cassius Winston,19761283,PG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,3.59
SF/PF,Anthony Gill (19761304),Anthony Gill,19761304,SF/PF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,6.47
SF,Justin Champagnie (19761378),Justin Champagnie,19761378,SF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
SF,Josh Hall (19761384),Josh Hall,19761384,SF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,9.66
PF,Reggie Perry (19761401),Reggie Perry,19761401,PF/F/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,7.64
PG/SG,Ashton Hagans (19761481),Ashton Hagans,19761481,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,-0.25
SG,Breein Tyree (19761485),Breein Tyree,19761485,SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
PG/SG,Ish Wainright (19761488),Ish Wainright,19761488,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
PG/SG,David Johnson (19761492),David Johnson,19761492,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
PG/SG,Devontae Shuler (19761655),Devontae Shuler,19761655,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
PG/SG,Jordan Schakel (19761659),Jordan Schakel,19761659,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
C,Jaime Echenique (19761663),Jaime Echenique,19761663,C/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
PG/SG,Jordan Goodwin (19761665),Jordan Goodwin,19761665,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
PG/SG,Joel Ayayi (19761669),Joel Ayayi,19761669,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
PG/SG,Caleb Homesley (19761673),Caleb Homesley,19761673,PG/SG/G/UTIL,3000,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
C,Drew Eubanks (19761129),Drew Eubanks,19761129,C/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,14.40
SF/PF,Franz Wagner (19761142),Franz Wagner,19761142,SF/PF/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
PG,Devin Cannady (19761163),Devin Cannady,19761163,PG/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,6.97
C,Jock Landale (19761176),Jock Landale,19761176,C/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,0
PF,Al-Farouq Aminu (19761196),Al-Farouq Aminu,19761196,PF/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,14.5
SF,B.J. Johnson (19761241),B.J. Johnson,19761241,SF/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
C,Jon Teske (19761266),Jon Teske,19761266,C/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
PF,Keita Bates-Diop (19761280),Keita Bates-Diop,19761280,PF/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,6.31
SG/SF,Joe Wieskamp (19761290),Joe Wieskamp,19761290,SG/SF/F/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,0
SG,Damyean Dotson (19761577),Damyean Dotson,19761577,SG/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,13.10
SG/SF,Denzel Mahoney (19761580),Denzel Mahoney,19761580,SG/SF/F/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,0
SG,Jaylen Morris (19761585),Jaylen Morris,19761585,SG/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,0
PF/C,Devontae Cacok (19761588),Devontae Cacok,19761588,PF/C/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,4.8
C,Zach Collins (19761592),Zach Collins,19761592,C/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,SAS,0
SF/PF,Jeremiah Tilmon (19761721),Jeremiah Tilmon,19761721,SF/PF/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
PG/SG,Hassani Gravett (19761725),Hassani Gravett,19761725,PG/SG/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
SG,E'Twaun Moore (19761729),E'Twaun Moore,19761729,SG/G/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,9.62
PF,Jonathan Isaac (19761732),Jonathan Isaac,19761732,PF/F/UTIL,3000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
PF,Greg Brown (19761180),Greg Brown,19761180,PF/F/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,0
PF,Emanuel Terry (19761238),Emanuel Terry,19761238,PF/F/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,SAC,0
SF/PF,Nassir Little (19761343),Nassir Little,19761343,SF/PF/F/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,9.09
SG/SF,Robert Woodard II (19761362),Robert Woodard II,19761362,SG/SF/F/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,SAC,3.77
SG/SF,CJ Elleby (19761407),CJ Elleby,19761407,SG/SF/F/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,4.59
SF,Keljin Blevins (19761432),Keljin Blevins,19761432,SF/F/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,1.84
SG/SF,Tony Snell (19761439),Tony Snell,19761439,SG/SF/F/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,10.08
PG,Quinn Cook (19761610),Quinn Cook,19761610,PG/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,5.92
PF,Patrick Patterson (19761613),Patrick Patterson,19761613,PF/F/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,10.34
C,Trendon Watford (19761616),Trendon Watford,19761616,C/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,POR,0
PG/SG,Ade Murkey (19761763),Ade Murkey,19761763,PG/SG/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,SAC,0
PG/SG,Matt Coleman III (19761767),Matt Coleman III,19761767,PG/SG/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,SAC,0
PG/SG,DJ Steward (19761771),DJ Steward,19761771,PG/SG/G/UTIL,3000,SAC@POR 10/20/2021 10:00PM ET,SAC,0
